,year_ceremony,category,name,film,oscar,golden_globe,sag,cca
1107,2014,Actor In A Supporting Role,Jared Leto,Dallas Buyers Club,Winner,No,No,No
1108,2014,Actress In A Leading Role,Amy Adams,American Hustle,Nominee,No,No,No
1109,2014,Actress In A Leading Role,Cate Blanchett,Blue Jasmine,Winner,No,No,No
1110,2014,Actress In A Leading Role,Sandra Bullock,Gravity,Nominee,No,No,No
1111,2014,Actress In A Leading Role,Judi Dench,Philomena,Nominee,No,No,No
1112,2014,Actress In A Leading Role,Meryl Streep,August  Osage County,Nominee,No,No,No
1113,2014,Actress In A Supporting Role,Sally Hawkins,Blue Jasmine,Nominee,No,No,No
1114,2014,Actress In A Supporting Role,Jennifer Lawrence,American Hustle,Nominee,No,No,No
1115,2014,Actress In A Supporting Role,Lupita Nyong'o,12 Years A Slave,Winner,No,No,No
1116,2014,Actress In A Supporting Role,Julia Roberts,August  Osage County,Nominee,No,No,No
1117,2014,Actress In A Supporting Role,June Squibb,Nebraska,Nominee,No,No,No
1118,2014,Directing,David O. Russell,American Hustle,Nominee,No,No,No
1119,2014,Directing,Alfonso Cuarón,Gravity,Winner,No,No,No
1120,2014,Directing,Alexander Payne,Nebraska,Nominee,No,No,No
1121,2014,Directing,Steve McQueen,12 Years A Slave,Nominee,No,No,No
1122,2014,Directing,Martin Scorsese,"Wolf Of Wall Street, The",Nominee,No,No,No
1123,2014,International Feature Film,Belgium,The Broken Circle Breakdown,Nominee,No,No,No
1124,2014,International Feature Film,Italy,The Great Beauty,Winner,No,No,No
1125,2014,International Feature Film,Denmark,The Hunt,Nominee,No,No,No
1126,2014,International Feature Film,Cambodia,The Missing Picture,Nominee,No,No,No
1127,2014,International Feature Film,Palestine,Omar,Nominee,No,No,No
1128,2014,Best Picture,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",American Hustle,Nominee,No,No,No
1129,2014,Best Picture,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,Nominee,No,No,No
1130,2014,Best Picture,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,Nominee,No,No,No
1131,2014,Best Picture,"Alfonso Cuarón and David Heyman, Producers",Gravity,Nominee,No,No,No
1132,2014,Best Picture,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,Nominee,No,No,No
1133,2014,Best Picture,"Albert Berger and Ron Yerxa, Producers",Nebraska,Nominee,No,No,No
1134,2014,Best Picture,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,Nominee,No,No,No
1135,2014,Best Picture,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years A Slave,Winner,No,No,No
1136,2014,Best Picture,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers","Wolf Of Wall Street, The",Nominee,No,No,No
1137,2014,Writing (Adapted Screenplay),"Written by Richard Linklater, Julie Delpy, Ethan Hawke",Before Midnight,Nominee,No,No,No
1138,2014,Writing (Adapted Screenplay),Screenplay by Billy Ray,Captain Phillips,Nominee,No,No,No
1139,2014,Writing (Adapted Screenplay),Screenplay by Steve Coogan and Jeff Pope,Philomena,Nominee,No,No,No
1140,2014,Writing (Adapted Screenplay),Screenplay by John Ridley,12 Years A Slave,Winner,No,No,No
1141,2014,Writing (Adapted Screenplay),Screenplay by Terence Winter,"Wolf Of Wall Street, The",Nominee,No,No,No
1142,2014,Writing (Original Screenplay),Written by Eric Warren Singer and David O. Russell,American Hustle,Nominee,No,No,No
1143,2014,Writing (Original Screenplay),Written by Woody Allen,Blue Jasmine,Nominee,No,No,No
1144,2014,Writing (Original Screenplay),Written by Craig Borten & Melisa Wallack,Dallas Buyers Club,Nominee,No,No,No
1145,2014,Writing (Original Screenplay),Written by Spike Jonze,Her,Winner,No,No,No
1146,2014,Writing (Original Screenplay),Written by Bob Nelson,Nebraska,Nominee,No,No,No
1147,2015,Actor In A Leading Role,Steve Carell,Foxcatcher,Nominee,No,No,No
1148,2015,Actor In A Leading Role,Bradley Cooper,American Sniper,Nominee,No,No,No
1149,2015,Actor In A Leading Role,Benedict Cumberbatch,The Imitation Game,Nominee,No,No,No
1150,2015,Actor In A Leading Role,Michael Keaton,Birdman,Nominee,No,No,No
1151,2015,Actor In A Leading Role,Eddie Redmayne,The Theory Of Everything,Winner,No,No,No
1152,2015,Actor In A Supporting Role,Robert Duvall,"Judge, The",Nominee,No,No,No
1153,2015,Actor In A Supporting Role,Ethan Hawke,Boyhood,Nominee,No,No,No
1154,2015,Actor In A Supporting Role,Edward Norton,Birdman,Nominee,No,No,No
1155,2015,Actor In A Supporting Role,Mark Ruffalo,Foxcatcher,Nominee,No,No,No
1156,2015,Actor In A Supporting Role,J.K. Simmons,Whiplash,Winner,No,No,No
1157,2015,Actress In A Leading Role,Marion Cotillard,"Two Days, One Night",Nominee,No,No,No
1158,2015,Actress In A Leading Role,Felicity Jones,The Theory Of Everything,Nominee,No,No,No
1159,2015,Actress In A Leading Role,Julianne Moore,Still Alice,Winner,No,No,No
1160,2015,Actress In A Leading Role,Rosamund Pike,Gone Girl,Nominee,No,No,No
1161,2015,Actress In A Leading Role,Reese Witherspoon,Wild,Nominee,No,No,No
1162,2015,Actress In A Supporting Role,Patricia Arquette,Boyhood,Winner,No,No,No
1163,2015,Actress In A Supporting Role,Laura Dern,Wild,Nominee,No,No,No
1164,2015,Actress In A Supporting Role,Keira Knightley,The Imitation Game,Nominee,No,No,No
1165,2015,Actress In A Supporting Role,Emma Stone,Birdman,Nominee,No,No,No
1166,2015,Actress In A Supporting Role,Meryl Streep,Into The Woods,Nominee,No,No,No
1167,2015,Directing,Alejandro G. Iñárritu,Birdman,Winner,No,No,No
1168,2015,Directing,Richard Linklater,Boyhood,Nominee,No,No,No
1169,2015,Directing,Bennett Miller,Foxcatcher,Nominee,No,No,No
1170,2015,Directing,Wes Anderson,"Grand Budapest Hotel, The",Nominee,No,No,No
1171,2015,Directing,Morten Tyldum,The Imitation Game,Nominee,No,No,No
1172,2015,International Feature Film,Poland,Ida,Winner,No,No,No
1173,2015,International Feature Film,Russia,Leviathan,Nominee,No,No,No
1174,2015,International Feature Film,Estonia,Tangerines,Nominee,No,No,No
1175,2015,International Feature Film,Mauritania,Timbuktu,Nominee,No,No,No
1176,2015,International Feature Film,Argentina,Wild Tales,Nominee,No,No,No
1177,2015,Best Picture,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,Nominee,No,No,No
1178,2015,Best Picture,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman,Winner,No,No,No
1179,2015,Best Picture,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,Nominee,No,No,No
1180,2015,Best Picture,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers","Grand Budapest Hotel, The",Nominee,No,No,No
1181,2015,Best Picture,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,Nominee,No,No,No
1182,2015,Best Picture,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,Nominee,No,No,No
1183,2015,Best Picture,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory Of Everything,Nominee,No,No,No
1184,2015,Best Picture,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,Nominee,No,No,No
1185,2015,Writing (Adapted Screenplay),Written by Jason Hall,American Sniper,Nominee,No,No,No
1186,2015,Writing (Adapted Screenplay),Written by Graham Moore,The Imitation Game,Winner,No,No,No
1187,2015,Writing (Adapted Screenplay),Written for the screen by Paul Thomas Anderson,Inherent Vice,Nominee,No,No,No
1188,2015,Writing (Adapted Screenplay),Screenplay by Anthony McCarten,The Theory Of Everything,Nominee,No,No,No
1189,2015,Writing (Adapted Screenplay),Written by Damien Chazelle,Whiplash,Nominee,No,No,No
1190,2015,Writing (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman,Winner,No,No,No
1191,2015,Writing (Original Screenplay),Written by Richard Linklater,Boyhood,Nominee,No,No,No
1192,2015,Writing (Original Screenplay),Written by E. Max Frye and Dan Futterman,Foxcatcher,Nominee,No,No,No
1193,2015,Writing (Original Screenplay),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,"Grand Budapest Hotel, The",Nominee,No,No,No
1194,2015,Writing (Original Screenplay),Written by Dan Gilroy,Nightcrawler,Nominee,No,No,No
1195,2016,Actor In A Leading Role,Bryan Cranston,Trumbo,Nominee,No,No,No
1196,2016,Actor In A Leading Role,Matt Damon,The Martian,Nominee,No,No,No
1197,2016,Actor In A Leading Role,Leonardo DiCaprio,The Revenant,Winner,No,No,No
1198,2016,Actor In A Leading Role,Michael Fassbender,Steve Jobs,Nominee,No,No,No
1199,2016,Actor In A Leading Role,Eddie Redmayne,The Danish Girl,Nominee,No,No,No
1200,2016,Actor In A Supporting Role,Christian Bale,"Big Short, The",Nominee,No,No,No
1201,2016,Actor In A Supporting Role,Tom Hardy,The Revenant,Nominee,No,No,No
1202,2016,Actor In A Supporting Role,Mark Ruffalo,Spotlight,Nominee,No,No,No
1203,2016,Actor In A Supporting Role,Mark Rylance,Bridge Of Spies,Winner,No,No,No
1204,2016,Actor In A Supporting Role,Sylvester Stallone,Creed,Nominee,No,No,No
1205,2016,Actress In A Leading Role,Cate Blanchett,Carol,Nominee,No,No,No
1206,2016,Actress In A Leading Role,Brie Larson,Room,Winner,No,No,No
1207,2016,Actress In A Leading Role,Jennifer Lawrence,Joy,Nominee,No,No,No
1208,2016,Actress In A Leading Role,Charlotte Rampling,45 Years,Nominee,No,No,No
1209,2016,Actress In A Leading Role,Saoirse Ronan,Brooklyn,Nominee,No,No,No
1210,2016,Actress In A Supporting Role,Jennifer Jason Leigh,The Hateful Eight,Nominee,No,No,No
1211,2016,Actress In A Supporting Role,Rooney Mara,Carol,Nominee,No,No,No
1212,2016,Actress In A Supporting Role,Rachel McAdams,Spotlight,Nominee,No,No,No
1213,2016,Actress In A Supporting Role,Alicia Vikander,The Danish Girl,Winner,No,No,No
1214,2016,Actress In A Supporting Role,Kate Winslet,Steve Jobs,Nominee,No,No,No
1215,2016,Directing,Adam McKay,"Big Short, The",Nominee,No,No,No
1216,2016,Directing,George Miller,Mad Max: Fury Road,Nominee,No,No,No
1217,2016,Directing,Alejandro G. Iñárritu,The Revenant,Winner,No,No,No
1218,2016,Directing,Lenny Abrahamson,Room,Nominee,No,No,No
1219,2016,Directing,Tom McCarthy,Spotlight,Nominee,No,No,No
1220,2016,International Feature Film,Colombia,Embrace Of The Serpent,Nominee,No,No,No
1221,2016,International Feature Film,France,Mustang,Nominee,No,No,No
1222,2016,International Feature Film,Hungary,Son Of Saul,Winner,No,No,No
1223,2016,International Feature Film,Jordan,Theeb,Nominee,No,No,No
1224,2016,International Feature Film,Denmark,A War,Nominee,No,No,No
1225,2016,Best Picture,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers","Big Short, The",Nominee,No,No,No
1226,2016,Best Picture,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge Of Spies,Nominee,No,No,No
1227,2016,Best Picture,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,Nominee,No,No,No
1228,2016,Best Picture,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,Nominee,No,No,No
1229,2016,Best Picture,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,Nominee,No,No,No
1230,2016,Best Picture,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,Nominee,No,No,No
1231,2016,Best Picture,"Ed Guiney, Producer",Room,Nominee,No,No,No
1232,2016,Best Picture,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,Winner,No,No,No
1233,2016,Writing (Adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,"Big Short, The",Winner,No,No,No
1234,2016,Writing (Adapted Screenplay),Screenplay by Nick Hornby,Brooklyn,Nominee,No,No,No
1235,2016,Writing (Adapted Screenplay),Screenplay by Phyllis Nagy,Carol,Nominee,No,No,No
1236,2016,Writing (Adapted Screenplay),Screenplay by Drew Goddard,The Martian,Nominee,No,No,No
1237,2016,Writing (Adapted Screenplay),Screenplay by Emma Donoghue,Room,Nominee,No,No,No
1238,2016,Writing (Original Screenplay),Written by Matt Charman and Ethan Coen & Joel Coen,Bridge Of Spies,Nominee,No,No,No
1239,2016,Writing (Original Screenplay),Written by Alex Garland,Ex Machina,Nominee,No,No,No
1240,2016,Writing (Original Screenplay),"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",Inside Out,Nominee,No,No,No
1241,2016,Writing (Original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,Winner,No,No,No
1242,2016,Writing (Original Screenplay),Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,Straight Outta Compton,Nominee,No,No,No
1243,2017,Actor In A Leading Role,Casey Affleck,Manchester By The Sea,Winner,No,No,No
1244,2017,Actor In A Leading Role,Andrew Garfield,Hacksaw Ridge,Nominee,No,No,No
1245,2017,Actor In A Leading Role,Ryan Gosling,La La Land,Nominee,No,No,No
1246,2017,Actor In A Leading Role,Viggo Mortensen,Captain Fantastic,Nominee,No,No,No
1247,2017,Actor In A Leading Role,Denzel Washington,Fences,Nominee,No,No,No
1248,2017,Actor In A Supporting Role,Mahershala Ali,Moonlight,Winner,No,No,No
1249,2017,Actor In A Supporting Role,Jeff Bridges,Hell Or High Water,Nominee,No,No,No
1250,2017,Actor In A Supporting Role,Lucas Hedges,Manchester By The Sea,Nominee,No,No,No
1251,2017,Actor In A Supporting Role,Dev Patel,Lion,Nominee,No,No,No
1252,2017,Actor In A Supporting Role,Michael Shannon,Nocturnal Animals,Nominee,No,No,No
1253,2017,Actress In A Leading Role,Isabelle Huppert,Elle,Nominee,No,No,No
1254,2017,Actress In A Leading Role,Ruth Negga,Loving,Nominee,No,No,No
1255,2017,Actress In A Leading Role,Natalie Portman,Jackie,Nominee,No,No,No
1256,2017,Actress In A Leading Role,Emma Stone,La La Land,Winner,No,No,No
1257,2017,Actress In A Leading Role,Meryl Streep,Florence Foster Jenkins,Nominee,No,No,No
1258,2017,Actress In A Supporting Role,Viola Davis,Fences,Winner,No,No,No
1259,2017,Actress In A Supporting Role,Naomie Harris,Moonlight,Nominee,No,No,No
1260,2017,Actress In A Supporting Role,Nicole Kidman,Lion,Nominee,No,No,No
1261,2017,Actress In A Supporting Role,Octavia Spencer,Hidden Figures,Nominee,No,No,No
1262,2017,Actress In A Supporting Role,Michelle Williams,Manchester By The Sea,Nominee,No,No,No
1263,2017,Directing,Denis Villeneuve,Arrival,Nominee,No,No,No
1264,2017,Directing,Mel Gibson,Hacksaw Ridge,Nominee,No,No,No
1265,2017,Directing,Damien Chazelle,La La Land,Winner,No,No,No
1266,2017,Directing,Kenneth Lonergan,Manchester By The Sea,Nominee,No,No,No
1267,2017,Directing,Barry Jenkins,Moonlight,Nominee,No,No,No
1268,2017,International Feature Film,Denmark,Land Of Mine,Nominee,No,No,No
1269,2017,International Feature Film,Sweden,A Man Called Ove,Nominee,No,No,No
1270,2017,International Feature Film,Iran,The Salesman,Winner,No,No,No
1271,2017,International Feature Film,Australia,Tanna,Nominee,No,No,No
1272,2017,International Feature Film,Germany,Toni Erdmann,Nominee,No,No,No
1273,2017,Best Picture,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Arrival,Nominee,No,No,No
1274,2017,Best Picture,"Scott Rudin, Denzel Washington and Todd Black, Producers",Fences,Nominee,No,No,No
1275,2017,Best Picture,"Bill Mechanic and David Permut, Producers",Hacksaw Ridge,Nominee,No,No,No
1276,2017,Best Picture,"Carla Hacken and Julie Yorn, Producers",Hell Or High Water,Nominee,No,No,No
1277,2017,Best Picture,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Hidden Figures,Nominee,No,No,No
1278,2017,Best Picture,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",La La Land,Nominee,No,No,No
1279,2017,Best Picture,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lion,Nominee,No,No,No
1280,2017,Best Picture,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Manchester By The Sea,Nominee,No,No,No
1281,2017,Best Picture,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,Winner,No,No,No
1282,2017,Writing (Adapted Screenplay),Screenplay by Eric Heisserer,Arrival,Nominee,No,No,No
1283,2017,Writing (Adapted Screenplay),Screenplay by August Wilson,Fences,Nominee,No,No,No
1284,2017,Writing (Adapted Screenplay),Screenplay by Allison Schroeder and Theodore Melfi,Hidden Figures,Nominee,No,No,No
1285,2017,Writing (Adapted Screenplay),Screenplay by Luke Davies,Lion,Nominee,No,No,No
1286,2017,Writing (Adapted Screenplay),Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,Winner,No,No,No
1287,2017,Writing (Original Screenplay),Written by Taylor Sheridan,Hell Or High Water,Nominee,No,No,No
1288,2017,Writing (Original Screenplay),Written by Damien Chazelle,La La Land,Nominee,No,No,No
1289,2017,Writing (Original Screenplay),"Written by Yorgos Lanthimos, Efthimis Filippou",The Lobster,Nominee,No,No,No
1290,2017,Writing (Original Screenplay),Written by Kenneth Lonergan,Manchester By The Sea,Winner,No,No,No
1291,2017,Writing (Original Screenplay),Written by Mike Mills,20Th Century Women,Nominee,No,No,No
1292,2018,Actor In A Leading Role,Timothée Chalamet,Call Me By Your Name,Nominee,No,No,No
1293,2018,Actor In A Leading Role,Daniel Day-Lewis,Phantom Thread,Nominee,No,No,No
1294,2018,Actor In A Leading Role,Daniel Kaluuya,Get Out,Nominee,No,No,No
1295,2018,Actor In A Leading Role,Gary Oldman,Darkest Hour,Winner,No,No,No
1296,2018,Actor In A Leading Role,Denzel Washington,"Roman J. Israel, Esq.",Nominee,No,No,No
1297,2018,Actor In A Supporting Role,Willem Dafoe,"Florida Project, The",Nominee,No,No,No
1298,2018,Actor In A Supporting Role,Woody Harrelson,Three Billboards Outside Ebbing Missouri,Nominee,No,No,No
1299,2018,Actor In A Supporting Role,Richard Jenkins,The Shape Of Water,Nominee,No,No,No
1300,2018,Actor In A Supporting Role,Christopher Plummer,All The Money In The World,Nominee,No,No,No
1301,2018,Actor In A Supporting Role,Sam Rockwell,Three Billboards Outside Ebbing Missouri,Winner,No,No,No
1302,2018,Actress In A Leading Role,Sally Hawkins,The Shape Of Water,Nominee,No,No,No
1303,2018,Actress In A Leading Role,Frances McDormand,Three Billboards Outside Ebbing Missouri,Winner,No,No,No
1304,2018,Actress In A Leading Role,Margot Robbie,"I, Tonya",Nominee,No,No,No
1305,2018,Actress In A Leading Role,Saoirse Ronan,Lady Bird,Nominee,No,No,No
1306,2018,Actress In A Leading Role,Meryl Streep,The Post,Nominee,No,No,No
1307,2018,Actress In A Supporting Role,Mary J. Blige,Mudbound,Nominee,No,No,No
1308,2018,Actress In A Supporting Role,Allison Janney,"I, Tonya",Winner,No,No,No
1309,2018,Actress In A Supporting Role,Lesley Manville,Phantom Thread,Nominee,No,No,No
1310,2018,Actress In A Supporting Role,Laurie Metcalf,Lady Bird,Nominee,No,No,No
1311,2018,Actress In A Supporting Role,Octavia Spencer,The Shape Of Water,Nominee,No,No,No
1312,2018,Directing,Christopher Nolan,Dunkirk,Nominee,No,No,No
1313,2018,Directing,Jordan Peele,Get Out,Nominee,No,No,No
1314,2018,Directing,Greta Gerwig,Lady Bird,Nominee,No,No,No
1315,2018,Directing,Paul Thomas Anderson,Phantom Thread,Nominee,No,No,No
1316,2018,Directing,Guillermo del Toro,The Shape Of Water,Winner,No,No,No
1317,2018,International Feature Film,Chile,A Fantastic Woman,Winner,No,No,No
1318,2018,International Feature Film,Lebanon,The Insult,Nominee,No,No,No
1319,2018,International Feature Film,Russia,Loveless,Nominee,No,No,No
1320,2018,International Feature Film,Hungary,On Body And Soul,Nominee,No,No,No
1321,2018,International Feature Film,Sweden,The Square,Nominee,No,No,No
1322,2018,Best Picture,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me By Your Name,Nominee,No,No,No
1323,2018,Best Picture,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,Nominee,No,No,No
1324,2018,Best Picture,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,Nominee,No,No,No
1325,2018,Best Picture,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,Nominee,No,No,No
1326,2018,Best Picture,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,Nominee,No,No,No
1327,2018,Best Picture,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,Nominee,No,No,No
1328,2018,Best Picture,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,Nominee,No,No,No
1329,2018,Best Picture,"Guillermo del Toro and J. Miles Dale, Producers",The Shape Of Water,Winner,No,No,No
1330,2018,Best Picture,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers",Three Billboards Outside Ebbing Missouri,Nominee,No,No,No
1331,2018,Writing (Adapted Screenplay),Screenplay by James Ivory,Call Me By Your Name,Winner,No,No,No
1332,2018,Writing (Adapted Screenplay),Screenplay by Scott Neustadter & Michael H. Weber,"Disaster Artist, The",Nominee,No,No,No
1333,2018,Writing (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,Nominee,No,No,No
1334,2018,Writing (Adapted Screenplay),Written for the screen by Aaron Sorkin,Molly'S Game,Nominee,No,No,No
1335,2018,Writing (Adapted Screenplay),Screenplay by Virgil Williams and Dee Rees,Mudbound,Nominee,No,No,No
1336,2018,Writing (Original Screenplay),Written by Emily V. Gordon & Kumail Nanjiani,The Big Sick,Nominee,No,No,No
1337,2018,Writing (Original Screenplay),Written by Jordan Peele,Get Out,Winner,No,No,No
1338,2018,Writing (Original Screenplay),Written by Greta Gerwig,Lady Bird,Nominee,No,No,No
1339,2018,Writing (Original Screenplay),Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,The Shape Of Water,Nominee,No,No,No
1340,2018,Writing (Original Screenplay),Written by Martin McDonagh,Three Billboards Outside Ebbing Missouri,Nominee,No,No,No
1341,2019,Actor In A Leading Role,Christian Bale,Vice,Nominee,No,No,No
1342,2019,Actor In A Leading Role,Bradley Cooper,"Star Is Born, A (2018)",Nominee,No,No,No
1343,2019,Actor In A Leading Role,Willem Dafoe,At Eternity'S Gate,Nominee,No,No,No
1344,2019,Actor In A Leading Role,Rami Malek,Bohemian Rhapsody,Winner,No,No,No
1345,2019,Actor In A Leading Role,Viggo Mortensen,Green Book,Nominee,No,No,No
1346,2019,Actor In A Supporting Role,Mahershala Ali,Green Book,Winner,No,No,No
1347,2019,Actor In A Supporting Role,Adam Driver,Blackkklansman,Nominee,No,No,No
1348,2019,Actor In A Supporting Role,Sam Elliott,"Star Is Born, A (2018)",Nominee,No,No,No
1349,2019,Actor In A Supporting Role,Richard E. Grant,Can You Ever Forgive Me?,Nominee,No,No,No
1350,2019,Actor In A Supporting Role,Sam Rockwell,Vice,Nominee,No,No,No
1351,2019,Actress In A Leading Role,Yalitza Aparicio,Roma,Nominee,No,No,No
1352,2019,Actress In A Leading Role,Glenn Close,"Wife, The",Nominee,No,No,No
1353,2019,Actress In A Leading Role,Olivia Colman,"Favourite, The",Winner,No,No,No
1354,2019,Actress In A Leading Role,Lady Gaga,"Star Is Born, A (2018)",Nominee,No,No,No
1355,2019,Actress In A Leading Role,Melissa McCarthy,Can You Ever Forgive Me?,Nominee,No,No,No
1356,2019,Actress In A Supporting Role,Amy Adams,Vice,Nominee,No,No,No
1357,2019,Actress In A Supporting Role,Marina de Tavira,Roma,Nominee,No,No,No
1358,2019,Actress In A Supporting Role,Regina King,If Beale Street Could Talk,Winner,No,No,No
1359,2019,Actress In A Supporting Role,Emma Stone,"Favourite, The",Nominee,No,No,No
1360,2019,Actress In A Supporting Role,Rachel Weisz,"Favourite, The",Nominee,No,No,No
1361,2019,Directing,Spike Lee,Blackkklansman,Nominee,No,No,No
1362,2019,Directing,Pawel Pawlikowski,Cold War,Nominee,No,No,No
1363,2019,Directing,Yorgos Lanthimos,"Favourite, The",Nominee,No,No,No
1364,2019,Directing,Alfonso Cuarón,Roma,Winner,No,No,No
1365,2019,Directing,Adam McKay,Vice,Nominee,No,No,No
1366,2019,International Feature Film,Lebanon,Capernaum,Nominee,No,No,No
1367,2019,International Feature Film,Poland,Cold War,Nominee,No,No,No
1368,2019,International Feature Film,Germany,Never Look Away,Nominee,No,No,No
1369,2019,International Feature Film,Mexico,Roma,Winner,No,No,No
1370,2019,International Feature Film,Japan,Shoplifters,Nominee,No,No,No
1371,2019,Best Picture,"Kevin Feige, Producer",Black Panther,Nominee,No,No,No
1372,2019,Best Picture,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",Blackkklansman,Nominee,No,No,No
1373,2019,Best Picture,"Graham King, Producer",Bohemian Rhapsody,Nominee,No,No,No
1374,2019,Best Picture,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers","Favourite, The",Nominee,No,No,No
1375,2019,Best Picture,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,Winner,No,No,No
1376,2019,Best Picture,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,Nominee,No,No,No
1377,2019,Best Picture,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers","Star Is Born, A (2018)",Nominee,No,No,No
1378,2019,Best Picture,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,Nominee,No,No,No
1379,2019,Writing (Adapted Screenplay),Written by Joel Coen & Ethan Coen,The Ballad Of Buster Scruggs,Nominee,No,No,No
1380,2019,Writing (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,Blackkklansman,Winner,No,No,No
1381,2019,Writing (Adapted Screenplay),Screenplay by Nicole Holofcener and Jeff Whitty,Can You Ever Forgive Me?,Nominee,No,No,No
1382,2019,Writing (Adapted Screenplay),Written for the screen by Barry Jenkins,If Beale Street Could Talk,Nominee,No,No,No
1383,2019,Writing (Adapted Screenplay),Screenplay by Eric Roth and Bradley Cooper & Will Fetters,"Star Is Born, A (2018)",Nominee,No,No,No
1384,2019,Writing (Original Screenplay),Written by Deborah Davis and Tony McNamara,"Favourite, The",Nominee,No,No,No
1385,2019,Writing (Original Screenplay),Written by Paul Schrader,First Reformed,Nominee,No,No,No
1386,2019,Writing (Original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,Winner,No,No,No
1387,2019,Writing (Original Screenplay),Written by Alfonso Cuarón,Roma,Nominee,No,No,No
1388,2019,Writing (Original Screenplay),Written by Adam McKay,Vice,Nominee,No,No,No
1389,2020,Actor In A Leading Role,Antonio Banderas,Pain And Glory,Nominee,No,No,No
1390,2020,Actor In A Leading Role,Leonardo DiCaprio,Once Upon A Time...In Hollywood,Nominee,No,No,No
1391,2020,Actor In A Leading Role,Adam Driver,Marriage Story,Nominee,No,No,No
