,year_ceremony,category,name,film,oscar,golden_globe,sag,cca
1901,2001,Actress In A Leading Role - Musical Or Comedy,Sandra Bullock,Miss Congeniality,No,Nominee,No,No
1902,2001,Actress In A Leading Role - Musical Or Comedy,Tracey Ullman,Small Time Crooks,No,Nominee,No,No
1903,2001,Actor In A Leading Role - Musical Or Comedy,George Clooney,"O Brother, Where Art Thou?",No,Winner,No,No
1904,2001,Actor In A Leading Role - Musical Or Comedy,Mel Gibson,What Women Want,No,Nominee,No,No
1905,2001,Actor In A Leading Role - Musical Or Comedy,Jim Carrey,Dr. Seuss' How The Grinch Stole Christmas!,No,Nominee,No,No
1906,2001,Actor In A Leading Role - Musical Or Comedy,John Cusack,High Fidelity,No,Nominee,No,No
1907,2001,Actor In A Leading Role - Musical Or Comedy,Robert De Niro,Meet The Parents,No,Nominee,No,No
1908,2001,Actress In A Supporting Role,Kate Hudson,Almost Famous,No,Winner,No,No
1909,2001,Actress In A Supporting Role,Judi Dench,Chocolat,No,Nominee,No,No
1910,2001,Actress In A Supporting Role,Frances McDormand,Almost Famous,No,Nominee,No,No
1911,2001,Actress In A Supporting Role,Julie Walters,Billy Elliot,No,Nominee,No,No
1912,2001,Actress In A Supporting Role,Catherine Zeta-Jones,Traffic,No,Nominee,No,No
1913,2001,Actor In A Supporting Role,Benicio del Toro,Traffic,No,Winner,No,No
1914,2001,Actor In A Supporting Role,Jeff Bridges,"Contender, The",No,Nominee,No,No
1915,2001,Actor In A Supporting Role,Willem Dafoe,Shadow Of The Vampire,No,Nominee,No,No
1916,2001,Actor In A Supporting Role,Albert Finney,Erin Brockovich,No,Nominee,No,No
1917,2001,Actor In A Supporting Role,Joaquin Phoenix,Gladiator,No,Nominee,No,No
1918,2001,Directing,Ang Lee,"Crouching Tiger, Hidden Dragon",No,Winner,No,No
1919,2001,Directing,Ridley Scott,Gladiator,No,Nominee,No,No
1920,2001,Directing,Steven Soderbergh,Erin Brockovich,No,Nominee,No,No
1921,2001,Directing,Steven Soderbergh,Traffic,No,Nominee,No,No
1922,2001,Directing,István Szabó,Sunshine,No,Nominee,No,No
1923,2001,Writing (Original Screenplay),Stephen Gaghan,Traffic,No,Winner,No,No
1924,2001,Writing (Original Screenplay),Cameron Crowe,Almost Famous,No,Nominee,No,No
1925,2001,Writing (Original Screenplay),Douglas Wright,Quills,No,Nominee,No,No
1926,2001,Writing (Original Screenplay),Steve Kloves,Wonder Boys,No,Nominee,No,No
1927,2001,Writing (Original Screenplay),Kenneth Lonergan,You Can Count On Me,No,Nominee,No,No
1928,2002,Actress In A Leading Role - Drama,Sissy Spacek,In The Bedroom,No,Winner,No,No
1929,2002,Actress In A Leading Role - Drama,"Deep End, The",Nan,No,Nominee,No,No
1930,2002,Actress In A Leading Role - Drama,Halle Berry,Monster'S Ball,No,Nominee,No,No
1931,2002,Actress In A Leading Role - Drama,Judi Dench,Iris,No,Nominee,No,No
1932,2002,Actress In A Leading Role - Drama,Nicole Kidman,"Others, The",No,Nominee,No,No
1933,2002,Actor In A Leading Role - Drama,Russell Crowe,A Beautiful Mind,No,Winner,No,No
1934,2002,Actor In A Leading Role - Drama,Kevin Spacey,The Shipping News,No,Nominee,No,No
1935,2002,Actor In A Leading Role - Drama,Will Smith,Ali,No,Nominee,No,No
1936,2002,Actor In A Leading Role - Drama,Billy Bob Thornton,"Man Who Wasn'T There, The",No,Nominee,No,No
1937,2002,Actor In A Leading Role - Drama,Denzel Washington,Training Day,No,Nominee,No,No
1938,2002,Actress In A Leading Role - Musical Or Comedy,Nicole Kidman,Moulin Rouge!,No,Winner,No,No
1939,2002,Actress In A Leading Role - Musical Or Comedy,Renée Zellweger,Bridget Jones'S Diary,No,Nominee,No,No
1940,2002,Actress In A Leading Role - Musical Or Comedy,Thora Birch,Ghost World,No,Nominee,No,No
1941,2002,Actress In A Leading Role - Musical Or Comedy,Cate Blanchett,Bandits,No,Nominee,No,No
1942,2002,Actress In A Leading Role - Musical Or Comedy,Reese Witherspoon,Legally Blonde,No,Nominee,No,No
1943,2002,Actor In A Leading Role - Musical Or Comedy,Gene Hackman,"Royal Tenenbaums, The",No,Winner,No,No
1944,2002,Actor In A Leading Role - Musical Or Comedy,Hugh Jackman,Kate & Leopold,No,Nominee,No,No
1945,2002,Actor In A Leading Role - Musical Or Comedy,Ewan McGregor,Moulin Rouge!,No,Nominee,No,No
1946,2002,Actor In A Leading Role - Musical Or Comedy,John Cameron Mitchell,Hedwig And The Angry Inch,No,Nominee,No,No
1947,2002,Actor In A Leading Role - Musical Or Comedy,Billy Bob Thornton,Bandits,No,Nominee,No,No
1948,2002,Actress In A Supporting Role,Jennifer Connelly,A Beautiful Mind,No,Winner,No,No
1949,2002,Actress In A Supporting Role,Kate Winslet,Iris,No,Nominee,No,No
1950,2002,Actress In A Supporting Role,Cameron Diaz,Vanilla Sky,No,Nominee,No,No
1951,2002,Actress In A Supporting Role,Helen Mirren,Gosford Park,No,Nominee,No,No
1952,2002,Actress In A Supporting Role,Maggie Smith,Gosford Park,No,Nominee,No,No
1953,2002,Actress In A Supporting Role,Marisa Tomei,In The Bedroom,No,Nominee,No,No
1954,2002,Actor In A Supporting Role,Jim Broadbent,Iris,No,Winner,No,No
1955,2002,Actor In A Supporting Role,Steve Buscemi,Ghost World,No,Nominee,No,No
1956,2002,Actor In A Supporting Role,Hayden Christensen,Life As A House,No,Nominee,No,No
1957,2002,Actor In A Supporting Role,Ben Kingsley,Sexy Beast,No,Nominee,No,No
1958,2002,Actor In A Supporting Role,Jude Law,A. I.: Artificial Intelligence,No,Nominee,No,No
1959,2002,Actor In A Supporting Role,Jon Voight,Ali,No,Nominee,No,No
1960,2002,Directing,Robert Altman,Gosford Park,No,Winner,No,No
1961,2002,Directing,Ron Howard,A Beautiful Mind,No,Nominee,No,No
1962,2002,Directing,Peter Jackson,Lord Of The Rings: The Fellowship Of The Ring,No,Nominee,No,No
1963,2002,Directing,Baz Luhrmann,Moulin Rouge!,No,Nominee,No,No
1964,2002,Directing,David Lynch,Mulholland Dr.,No,Nominee,No,No
1965,2002,Directing,Steven Spielberg,A. I.: Artificial Intelligence,No,Nominee,No,No
1966,2002,Writing (Original Screenplay),Akiva Goldsman,A Beautiful Mind,No,Winner,No,No
1967,2002,Writing (Original Screenplay),Christopher Nolan,Memento,No,Nominee,No,No
1968,2002,Writing (Original Screenplay),David Lynch,Mulholland Dr.,No,Nominee,No,No
1969,2002,Writing (Original Screenplay),Julian Fellowes,Gosford Park,No,Nominee,No,No
1970,2002,Writing (Original Screenplay),Ethan Coen,"Man Who Wasn'T There, The",No,Nominee,No,No
1971,2003,Actress In A Leading Role - Drama,Nicole Kidman,The Hours,No,Winner,No,No
1972,2003,Actress In A Leading Role - Drama,Salma Hayek,Frida,No,Nominee,No,No
1973,2003,Actress In A Leading Role - Drama,Diane Lane,Unfaithful,No,Nominee,No,No
1974,2003,Actress In A Leading Role - Drama,Julianne Moore,Far From Heaven,No,Nominee,No,No
1975,2003,Actress In A Leading Role - Drama,Meryl Streep,The Hours,No,Nominee,No,No
1976,2003,Actor In A Leading Role - Drama,Jack Nicholson,About Schmidt,No,Winner,No,No
1977,2003,Actor In A Leading Role - Drama,Leonardo DiCaprio,Catch Me If You Can,No,Nominee,No,No
1978,2003,Actor In A Leading Role - Drama,Adrien Brody,"Pianist, The",No,Nominee,No,No
1979,2003,Actor In A Leading Role - Drama,Michael Caine,"Quiet American, The",No,Nominee,No,No
1980,2003,Actor In A Leading Role - Drama,Daniel Day-Lewis,Gangs Of New York,No,Nominee,No,No
1981,2003,Actress In A Leading Role - Musical Or Comedy,Renée Zellweger,Chicago,No,Winner,No,No
1982,2003,Actress In A Leading Role - Musical Or Comedy,Maggie Gyllenhaal,Secretary,No,Nominee,No,No
1983,2003,Actress In A Leading Role - Musical Or Comedy,Goldie Hawn,"Banger Sisters, The",No,Nominee,No,No
1984,2003,Actress In A Leading Role - Musical Or Comedy,Nia Vardalos,My Big Fat Greek Wedding,No,Nominee,No,No
1985,2003,Actress In A Leading Role - Musical Or Comedy,Catherine Zeta-Jones,Chicago,No,Nominee,No,No
1986,2003,Actor In A Leading Role - Musical Or Comedy,Richard Gere,Chicago,No,Winner,No,No
1987,2003,Actor In A Leading Role - Musical Or Comedy,Adam Sandler,Punch-Drunk Love,No,Nominee,No,No
1988,2003,Actor In A Leading Role - Musical Or Comedy,Nicolas Cage,Adaptation,No,Nominee,No,No
1989,2003,Actor In A Leading Role - Musical Or Comedy,Kieran Culkin,Igby Goes Down,No,Nominee,No,No
1990,2003,Actor In A Leading Role - Musical Or Comedy,Hugh Grant,About A Boy,No,Nominee,No,No
1991,2003,Actress In A Supporting Role,Meryl Streep,Adaptation,No,Winner,No,No
1992,2003,Actress In A Supporting Role,Kathy Bates,About Schmidt,No,Nominee,No,No
1993,2003,Actress In A Supporting Role,Cameron Diaz,Gangs Of New York,No,Nominee,No,No
1994,2003,Actress In A Supporting Role,Queen Latifah,Chicago,No,Nominee,No,No
1995,2003,Actress In A Supporting Role,Susan Sarandon,Igby Goes Down,No,Nominee,No,No
1996,2003,Actor In A Supporting Role,Chris Cooper,Adaptation,No,Winner,No,No
1997,2003,Actor In A Supporting Role,Ed Harris,The Hours,No,Nominee,No,No
1998,2003,Actor In A Supporting Role,Paul Newman,Road To Perdition,No,Nominee,No,No
1999,2003,Actor In A Supporting Role,Dennis Quaid,Far From Heaven,No,Nominee,No,No
2000,2003,Actor In A Supporting Role,John C. Reilly,Chicago,No,Nominee,No,No
2001,2003,Directing,Martin Scorsese,Gangs Of New York,No,Winner,No,No
2002,2003,Directing,Stephen Daldry,The Hours,No,Nominee,No,No
2003,2003,Directing,Peter Jackson,"Lord Of The Rings: The Two Towers, The",No,Nominee,No,No
2004,2003,Directing,Spike Jonze,Adaptation,No,Nominee,No,No
2005,2003,Directing,Rob Marshall,Chicago,No,Nominee,No,No
2006,2003,Directing,Alexander Payne,About Schmidt,No,Nominee,No,No
2007,2003,Writing (Original Screenplay),"Alexander Payne, Jim Taylor",About Schmidt,No,Winner,No,No
2008,2003,Writing (Original Screenplay),Charlie Kaufman,Adaptation,No,Nominee,No,No
2009,2003,Writing (Original Screenplay),Bill Condon,Chicago,No,Nominee,No,No
2010,2003,Writing (Original Screenplay),Todd Haynes,Far From Heaven,No,Nominee,No,No
2011,2003,Writing (Original Screenplay),David Hare,The Hours,No,Nominee,No,No
2012,2004,Actress In A Leading Role - Drama,Charlize Theron,Monster,No,Winner,No,No
2013,2004,Actress In A Leading Role - Drama,Scarlett Johansson,Girl With A Pearl Earring,No,Nominee,No,No
2014,2004,Actress In A Leading Role - Drama,Nicole Kidman,Cold Mountain,No,Nominee,No,No
2015,2004,Actress In A Leading Role - Drama,Uma Thurman,Kill Bill (Vol. 1),No,Nominee,No,No
2016,2004,Actress In A Leading Role - Drama,Evan Rachel Wood,Thirteen,No,Nominee,No,No
2017,2004,Actress In A Leading Role - Drama,Cate Blanchett,Veronica Guerin,No,Nominee,No,No
2018,2004,Actor In A Leading Role - Drama,Sean Penn,Mystic River,No,Winner,No,No
2019,2004,Actor In A Leading Role - Drama,Russell Crowe,Master And Commander: The Far Side Of The World,No,Nominee,No,No
2020,2004,Actor In A Leading Role - Drama,Tom Cruise,The Last Samurai,No,Nominee,No,No
2021,2004,Actor In A Leading Role - Drama,Ben Kingsley,House Of Sand And Fog,No,Nominee,No,No
2022,2004,Actor In A Leading Role - Drama,Jude Law,Cold Mountain,No,Nominee,No,No
2023,2004,Actress In A Leading Role - Musical Or Comedy,Diane Keaton,Something'S Gotta Give,No,Winner,No,No
2024,2004,Actress In A Leading Role - Musical Or Comedy,Jamie Lee Curtis,Freaky Friday (2003),No,Nominee,No,No
2025,2004,Actress In A Leading Role - Musical Or Comedy,Scarlett Johansson,Lost In Translation,No,Nominee,No,No
2026,2004,Actress In A Leading Role - Musical Or Comedy,Diane Lane,Under The Tuscan Sun,No,Nominee,No,No
2027,2004,Actress In A Leading Role - Musical Or Comedy,Helen Mirren,Calendar Girls,No,Nominee,No,No
2028,2004,Actor In A Leading Role - Musical Or Comedy,Bill Murray,Lost In Translation,No,Winner,No,No
2029,2004,Actor In A Leading Role - Musical Or Comedy,Billy Bob Thornton,Bad Santa,No,Nominee,No,No
2030,2004,Actor In A Leading Role - Musical Or Comedy,Jack Black,"School Of Rock, The",No,Nominee,No,No
2031,2004,Actor In A Leading Role - Musical Or Comedy,Johnny Depp,Pirates Of The Caribbean: The Curse Of The Black Pearl,No,Nominee,No,No
2032,2004,Actor In A Leading Role - Musical Or Comedy,Jack Nicholson,Something'S Gotta Give,No,Nominee,No,No
2033,2004,Actress In A Supporting Role,Renée Zellweger,Cold Mountain,No,Winner,No,No
2034,2004,Actress In A Supporting Role,Patricia Clarkson,Pieces Of April,No,Nominee,No,No
2035,2004,Actress In A Supporting Role,Hope Davis,American Splendor,No,Nominee,No,No
2036,2004,Actress In A Supporting Role,Holly Hunter,Thirteen,No,Nominee,No,No
2037,2004,Actress In A Supporting Role,Maria Bello,"Cooler, The",No,Nominee,No,No
2038,2004,Actor In A Supporting Role,Tim Robbins,Mystic River,No,Winner,No,No
2039,2004,Actor In A Supporting Role,Ken Watanabe,The Last Samurai,No,Nominee,No,No
2040,2004,Actor In A Supporting Role,Alec Baldwin,"Cooler, The",No,Nominee,No,No
2041,2004,Actor In A Supporting Role,Albert Finney,Big Fish,No,Nominee,No,No
2042,2004,Actor In A Supporting Role,William H. Macy,Seabiscuit,No,Nominee,No,No
2043,2004,Actor In A Supporting Role,Peter Sarsgaard,Shattered Glass,No,Nominee,No,No
2044,2004,Directing,Peter Jackson,The Lord Of The Rings: The Return Of The King,No,Winner,No,No
2045,2004,Directing,Sofia Coppola,Lost In Translation,No,Nominee,No,No
2046,2004,Directing,Clint Eastwood,Mystic River,No,Nominee,No,No
2047,2004,Directing,Anthony Minghella,Cold Mountain,No,Nominee,No,No
2048,2004,Directing,Peter Weir,Master And Commander: The Far Side Of The World,No,Nominee,No,No
2049,2004,Writing (Original Screenplay),Sofia Coppola,Lost In Translation,No,Winner,No,No
2050,2004,Writing (Original Screenplay),Anthony Minghella,Cold Mountain,No,Nominee,No,No
2051,2004,Writing (Original Screenplay),Jim Sheridan,In America,No,Nominee,No,No
2052,2004,Writing (Original Screenplay),Richard Curtis,Love Actually,No,Nominee,No,No
2053,2004,Writing (Original Screenplay),Brian Helgeland,Mystic River,No,Nominee,No,No
2054,2005,Actress In A Leading Role - Drama,Hilary Swank,Million Dollar Baby,No,Winner,No,No
2055,2005,Actress In A Leading Role - Drama,Scarlett Johansson,"Love Song For Bobby Long, A",No,Nominee,No,No
2056,2005,Actress In A Leading Role - Drama,Nicole Kidman,Birth,No,Nominee,No,No
2057,2005,Actress In A Leading Role - Drama,Imelda Staunton,Vera Drake,No,Nominee,No,No
2058,2005,Actress In A Leading Role - Drama,Uma Thurman,Kill Bill (Vol. 2),No,Nominee,No,No
2059,2005,Actor In A Leading Role - Drama,Leonardo DiCaprio,The Aviator,No,Winner,No,No
2060,2005,Actor In A Leading Role - Drama,Javier Bardem,The Sea Inside,No,Nominee,No,No
2061,2005,Actor In A Leading Role - Drama,Don Cheadle,Hotel Rwanda,No,Nominee,No,No
2062,2005,Actor In A Leading Role - Drama,Johnny Depp,Finding Neverland,No,Nominee,No,No
2063,2005,Actor In A Leading Role - Drama,Liam Neeson,Kinsey,No,Nominee,No,No
2064,2005,Actress In A Leading Role - Musical Or Comedy,Annette Bening,Being Julia,No,Winner,No,No
2065,2005,Actress In A Leading Role - Musical Or Comedy,Ashley Judd,De-Lovely,No,Nominee,No,No
2066,2005,Actress In A Leading Role - Musical Or Comedy,Renée Zellweger,Bridget Jones: The Edge Of Reason,No,Nominee,No,No
2067,2005,Actress In A Leading Role - Musical Or Comedy,Kate Winslet,Eternal Sunshine Of The Spotless Mind,No,Nominee,No,No
2068,2005,Actress In A Leading Role - Musical Or Comedy,Emmy Rossum,The Phantom Of The Opera,No,Nominee,No,No
2069,2005,Actor In A Leading Role - Musical Or Comedy,Jamie Foxx,Ray,No,Winner,No,No
2070,2005,Actor In A Leading Role - Musical Or Comedy,Paul Giamatti,Sideways,No,Nominee,No,No
2071,2005,Actor In A Leading Role - Musical Or Comedy,Kevin Kline,De-Lovely,No,Nominee,No,No
2072,2005,Actor In A Leading Role - Musical Or Comedy,Kevin Spacey,Beyond The Sea,No,Nominee,No,No
2073,2005,Actor In A Leading Role - Musical Or Comedy,Jim Carrey,Eternal Sunshine Of The Spotless Mind,No,Nominee,No,No
2074,2005,Actress In A Supporting Role,Natalie Portman,Closer,No,Winner,No,No
2075,2005,Actress In A Supporting Role,Cate Blanchett,The Aviator,No,Nominee,No,No
2076,2005,Actress In A Supporting Role,Laura Linney,Kinsey,No,Nominee,No,No
2077,2005,Actress In A Supporting Role,Virginia Madsen,Sideways,No,Nominee,No,No
2078,2005,Actress In A Supporting Role,Meryl Streep,"Manchurian Candidate (2004), The",No,Nominee,No,No
2079,2005,Actor In A Supporting Role,Clive Owen,Closer,No,Winner,No,No
2080,2005,Actor In A Supporting Role,Thomas Haden Church,Sideways,No,Nominee,No,No
2081,2005,Actor In A Supporting Role,Jamie Foxx,Collateral,No,Nominee,No,No
2082,2005,Actor In A Supporting Role,Morgan Freeman,Million Dollar Baby,No,Nominee,No,No
2083,2005,Actor In A Supporting Role,David Carradine,Kill Bill (Vol. 2),No,Nominee,No,No
2084,2005,Directing,Clint Eastwood,Million Dollar Baby,No,Winner,No,No
2085,2005,Directing,Marc Forster,Finding Neverland,No,Nominee,No,No
2086,2005,Directing,Mike Nichols,Closer,No,Nominee,No,No
2087,2005,Directing,Martin Scorsese,The Aviator,No,Nominee,No,No
2088,2005,Directing,Alexander Payne,Sideways,No,Nominee,No,No
2089,2005,Writing (Original Screenplay),"Alexander Payne, Jim Taylor",Sideways,No,Winner,No,No
2090,2005,Writing (Original Screenplay),Charlie Kaufman,Eternal Sunshine Of The Spotless Mind,No,Nominee,No,No
2091,2005,Writing (Original Screenplay),John Logan,The Aviator,No,Nominee,No,No
2092,2005,Writing (Original Screenplay),David Magee,Finding Neverland,No,Nominee,No,No
2093,2005,Writing (Original Screenplay),Patrick Marber,Closer,No,Nominee,No,No
2094,2006,Actress In A Leading Role - Drama,Felicity Huffman,Transamerica,No,Winner,No,No
2095,2006,Actress In A Leading Role - Drama,Maria Bello,A History Of Violence,No,Nominee,No,No
2096,2006,Actress In A Leading Role - Drama,Gwyneth Paltrow,Proof,No,Nominee,No,No
2097,2006,Actress In A Leading Role - Drama,Charlize Theron,North Country,No,Nominee,No,No
2098,2006,Actress In A Leading Role - Drama,Ziyi Zhang,Memoirs Of A Geisha,No,Nominee,No,No
2099,2006,Actor In A Leading Role - Drama,Philip Seymour Hoffman,Capote,No,Winner,No,No
2100,2006,Actor In A Leading Role - Drama,Heath Ledger,Brokeback Mountain,No,Nominee,No,No
2101,2006,Actor In A Leading Role - Drama,David Strathairn,"Good Night, And Good Luck",No,Nominee,No,No
2102,2006,Actor In A Leading Role - Drama,Russell Crowe,Cinderella Man,No,Nominee,No,No
2103,2006,Actor In A Leading Role - Drama,Terrence Howard,Hustle & Flow,No,Nominee,No,No
2104,2006,Actress In A Leading Role - Musical Or Comedy,Reese Witherspoon,Walk The Line,No,Winner,No,No
2105,2006,Actress In A Leading Role - Musical Or Comedy,Judi Dench,Mrs. Henderson Presents,No,Nominee,No,No
2106,2006,Actress In A Leading Role - Musical Or Comedy,Keira Knightley,Pride & Prejudice,No,Nominee,No,No
2107,2006,Actress In A Leading Role - Musical Or Comedy,Laura Linney,"Squid And The Whale, The",No,Nominee,No,No
2108,2006,Actress In A Leading Role - Musical Or Comedy,Sarah Jessica Parker,"Family Stone, The",No,Nominee,No,No
2109,2006,Actor In A Leading Role - Musical Or Comedy,Joaquin Phoenix,Walk The Line,No,Winner,No,No
2110,2006,Actor In A Leading Role - Musical Or Comedy,Jeff Daniels,"Squid And The Whale, The",No,Nominee,No,No
2111,2006,Actor In A Leading Role - Musical Or Comedy,Johnny Depp,Charlie And The Chocolate Factory,No,Nominee,No,No
2112,2006,Actor In A Leading Role - Musical Or Comedy,Nathan Lane,The Producers,No,Nominee,No,No
2113,2006,Actor In A Leading Role - Musical Or Comedy,Cillian Murphy,Breakfast On Pluto,No,Nominee,No,No
2114,2006,Actor In A Leading Role - Musical Or Comedy,Pierce Brosnan,"Matador, The",No,Nominee,No,No
2115,2006,Actress In A Supporting Role,Rachel Weisz,"Constant Gardener, The",No,Winner,No,No
2116,2006,Actress In A Supporting Role,Scarlett Johansson,Match Point,No,Nominee,No,No
2117,2006,Actress In A Supporting Role,Shirley MacLaine,In Her Shoes,No,Nominee,No,No
2118,2006,Actress In A Supporting Role,Frances McDormand,North Country,No,Nominee,No,No
2119,2006,Actress In A Supporting Role,Michelle Williams,Brokeback Mountain,No,Nominee,No,No
2120,2006,Actor In A Supporting Role,George Clooney,Syriana,No,Winner,No,No
2121,2006,Actor In A Supporting Role,Matt Dillon,Crash,No,Nominee,No,No
2122,2006,Actor In A Supporting Role,Will Ferrell,The Producers,No,Nominee,No,No
2123,2006,Actor In A Supporting Role,Paul Giamatti,Cinderella Man,No,Nominee,No,No
2124,2006,Actor In A Supporting Role,Bob Hoskins,Mrs. Henderson Presents,No,Nominee,No,No
2125,2006,Directing,Ang Lee,Brokeback Mountain,No,Winner,No,No
2126,2006,Directing,Woody Allen,Match Point,No,Nominee,No,No
2127,2006,Directing,George Clooney,"Good Night, And Good Luck",No,Nominee,No,No
2128,2006,Directing,Fernando Meirelles,"Constant Gardener, The",No,Nominee,No,No
2129,2006,Directing,Steven Spielberg,Munich,No,Nominee,No,No
2130,2006,Directing,Peter Jackson,King Kong (2005),No,Nominee,No,No
2131,2006,Writing (Original Screenplay),"Larry McMurtry, Diana Ossana",Brokeback Mountain,No,Winner,No,No
2132,2006,Writing (Original Screenplay),Woody Allen,Match Point,No,Nominee,No,No
2133,2006,Writing (Original Screenplay),George Clooney,"Good Night, And Good Luck",No,Nominee,No,No
2134,2006,Writing (Original Screenplay),Paul Haggis,Crash,No,Nominee,No,No
2135,2006,Writing (Original Screenplay),Tony Kushner,Munich,No,Nominee,No,No
2136,2007,Actress In A Leading Role - Drama,Helen Mirren,"Queen, The",No,Winner,No,No
2137,2007,Actress In A Leading Role - Drama,Judi Dench,Notes On A Scandal,No,Nominee,No,No
2138,2007,Actress In A Leading Role - Drama,Maggie Gyllenhaal,Sherrybaby,No,Nominee,No,No
2139,2007,Actress In A Leading Role - Drama,Kate Winslet,Little Children,No,Nominee,No,No
2140,2007,Actress In A Leading Role - Drama,Penélope Cruz,Volver,No,Nominee,No,No
2141,2007,Actor In A Leading Role - Drama,Forest Whitaker,"Last King Of Scotland, The",No,Winner,No,No
2142,2007,Actor In A Leading Role - Drama,Leonardo DiCaprio,Blood Diamond,No,Nominee,No,No
2143,2007,Actor In A Leading Role - Drama,Leonardo DiCaprio,"Departed, The",No,Nominee,No,No
2144,2007,Actor In A Leading Role - Drama,Peter O'Toole,Venus,No,Nominee,No,No
2145,2007,Actor In A Leading Role - Drama,Will Smith,Pursuit Of Happyness,No,Nominee,No,No
2146,2007,Actress In A Leading Role - Musical Or Comedy,Meryl Streep,"Devil Wears Prada, The",No,Winner,No,No
2147,2007,Actress In A Leading Role - Musical Or Comedy,Annette Bening,Running With Scissors,No,Nominee,No,No
2148,2007,Actress In A Leading Role - Musical Or Comedy,Toni Collette,Little Miss Sunshine,No,Nominee,No,No
2149,2007,Actress In A Leading Role - Musical Or Comedy,Beyoncé,Dreamgirls,No,Nominee,No,No
2150,2007,Actress In A Leading Role - Musical Or Comedy,Renée Zellweger,Miss Potter,No,Nominee,No,No
2151,2007,Actor In A Leading Role - Musical Or Comedy,Sacha Baron Cohen,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,No,Winner,No,No
2152,2007,Actor In A Leading Role - Musical Or Comedy,Johnny Depp,Pirates Of The Caribbean: Dead Man'S Chest,No,Nominee,No,No
2153,2007,Actor In A Leading Role - Musical Or Comedy,Aaron Eckhart,Thank You For Smoking,No,Nominee,No,No
2154,2007,Actor In A Leading Role - Musical Or Comedy,Chiwetel Ejiofor,Kinky Boots,No,Nominee,No,No
2155,2007,Actor In A Leading Role - Musical Or Comedy,Will Ferrell,Stranger Than Fiction,No,Nominee,No,No
2156,2007,Actress In A Supporting Role,Jennifer Hudson,Dreamgirls,No,Winner,No,No
2157,2007,Actress In A Supporting Role,Adriana Barraza,Babel,No,Nominee,No,No
2158,2007,Actress In A Supporting Role,Cate Blanchett,Notes On A Scandal,No,Nominee,No,No
2159,2007,Actress In A Supporting Role,Emily Blunt,"Devil Wears Prada, The",No,Nominee,No,No
2160,2007,Actress In A Supporting Role,Rinko Kikuchi,Babel,No,Nominee,No,No
2161,2007,Actor In A Supporting Role,Eddie Murphy,Dreamgirls,No,Winner,No,No
2162,2007,Actor In A Supporting Role,Jack Nicholson,"Departed, The",No,Nominee,No,No
2163,2007,Actor In A Supporting Role,Brad Pitt,Babel,No,Nominee,No,No
2164,2007,Actor In A Supporting Role,Mark Wahlberg,"Departed, The",No,Nominee,No,No
2165,2007,Actor In A Supporting Role,Ben Affleck,Hollywoodland,No,Nominee,No,No
2166,2007,Directing,Martin Scorsese,"Departed, The",No,Winner,No,No
2167,2007,Directing,Clint Eastwood,Flags Of Our Fathers,No,Nominee,No,No
2168,2007,Directing,Clint Eastwood,Letters From Iwo Jima,No,Nominee,No,No
2169,2007,Directing,Stephen Frears,"Queen, The",No,Nominee,No,No
2170,2007,Directing,Alejandro González Iñárritu,Babel,No,Nominee,No,No
2171,2007,Writing (Original Screenplay),Peter Morgan,"Queen, The",No,Winner,No,No
2172,2007,Writing (Original Screenplay),"Todd Field, Tom Perrotta",Little Children,No,Nominee,No,No
2173,2007,Writing (Original Screenplay),Patrick Marber,Notes On A Scandal,No,Nominee,No,No
2174,2007,Writing (Original Screenplay),William Monahan,"Departed, The",No,Nominee,No,No
2175,2007,Writing (Original Screenplay),Guillermo Arriaga,Babel,No,Nominee,No,No
2176,2008,Actress In A Leading Role - Drama,Julie Christie,Away From Her,No,Winner,No,No
2177,2008,Actress In A Leading Role - Drama,Cate Blanchett,Elizabeth:  The Golden Age,No,Nominee,No,No
2178,2008,Actress In A Leading Role - Drama,Jodie Foster,"Brave One, The",No,Nominee,No,No
2179,2008,Actress In A Leading Role - Drama,Angelina Jolie,A Mighty Heart,No,Nominee,No,No
2180,2008,Actress In A Leading Role - Drama,Keira Knightley,Atonement,No,Nominee,No,No
2181,2008,Actor In A Leading Role - Drama,Daniel Day-Lewis,There Will Be Blood,No,Winner,No,No
2182,2008,Actor In A Leading Role - Drama,Denzel Washington,American Gangster,No,Nominee,No,No
2183,2008,Actor In A Leading Role - Drama,George Clooney,Michael Clayton,No,Nominee,No,No
2184,2008,Actor In A Leading Role - Drama,James McAvoy,Atonement,No,Nominee,No,No
2185,2008,Actor In A Leading Role - Drama,Viggo Mortensen,Eastern Promises,No,Nominee,No,No
2186,2008,Actress In A Leading Role - Musical Or Comedy,Marion Cotillard,La Vie En Rose,No,Winner,No,No
2187,2008,Actress In A Leading Role - Musical Or Comedy,Nikki Blonsky,Hairspray,No,Nominee,No,No
2188,2008,Actress In A Leading Role - Musical Or Comedy,Amy Adams,Enchanted,No,Nominee,No,No
2189,2008,Actress In A Leading Role - Musical Or Comedy,Helena Bonham Carter,Sweeney Todd: The Demon Barber Of Fleet Street,No,Nominee,No,No
2190,2008,Actress In A Leading Role - Musical Or Comedy,Ellen Page,Juno,No,Nominee,No,No
